X	Y
2664.650146	41.580040
2688.699951	45.045044
2710.900146	45.977013
2732.650146	46.403709
2754.199951	46.511627
2775.699951	46.511627
2797.199951	46.620045
2818.650146	46.511627
2840.150146	46.620045
2861.600098	46.511627
2883.100098	46.620045
2904.550049	46.511627
2926.050049	46.620045
2947.500000	46.620045
2968.949951	46.511627
2990.449951	46.620045
3011.900146	46.511627
3033.400146	1.565068
3672.350098	41.580040
3696.400146	45.045044
3718.600098	45.977013
3740.350098	46.403709
3761.900146	46.511627
3783.400146	46.511627
3804.900146	46.620045
3826.350098	46.511627
3847.850098	46.620045
3869.300049	46.511627
3890.800049	46.620045
3912.250000	46.511627
3933.750000	46.620045
3955.199951	46.511627
3976.699951	46.620045
3998.150146	46.511627
4019.650146	46.620045
4041.100098	1.559333
4682.399902	41.580040
4706.450195	45.045044
4728.649902	45.977013
4750.399902	46.403709
4771.950195	46.511627
4793.450195	46.511627
4814.950195	46.511627
4836.450195	46.620045
4857.899902	46.620045
4879.350098	46.511627
4900.850098	46.620045
4922.300293	46.511627
4943.800293	46.620045
4965.250000	46.511627
4986.750000	46.620045
5008.200195	46.511627
5029.700195	46.620045
5051.149902	1.558846
5692.649902	41.580040
5716.700195	45.045044
5738.899902	45.977013
5760.649902	46.403709
5782.200195	46.511627
5803.700195	46.511627
5825.200195	46.620045
5846.649902	46.511627
5868.149902	46.620045
5889.600098	46.511627
5911.100098	46.620045
5932.550293	46.511627
5954.050293	46.620045
5975.500000	46.620045
5996.950195	46.511627
6018.450195	46.620045
6039.899902	46.511627
6061.399902	1.556299
6703.950195	41.580040
6728.000000	45.045044
6750.200195	45.871555
6772.000000	46.403709
6793.550293	46.511627
6815.050293	46.620045
6836.500000	46.511627
6858.000000	46.620045
6879.450195	46.511627
6900.950195	46.620045
6922.399902	46.511627
6943.899902	46.620045
6965.350098	46.620045
6986.800293	46.511627
7008.300293	46.620045
7029.750000	46.511627
7051.250000	46.620045
