X	Y
7043.450195	41.666668
7067.450195	44.943821
7089.700195	45.977013
7111.450195	46.403709
7133.000000	46.511627
7154.500000	46.511627
7176.000000	46.620045
7197.450195	46.511627
7218.950195	46.620045
7240.399902	46.620045
7261.850098	46.511627
7283.350098	46.620045
7304.800293	46.511627
7326.300293	46.620045
7347.750000	46.511627
7369.250000	46.620045
7390.700195	46.620045
7412.149902	46.511627
7433.649902	46.620045
7455.100098	46.511627
7476.600098	46.620045
7498.050293	1.562256
8138.149902	41.666668
8162.149902	44.943821
8184.399902	45.977013
8206.150391	46.403709
8227.700195	46.511627
8249.200195	46.511627
8270.700195	46.620045
8292.150391	46.511627
8313.650391	46.620045
8335.100586	46.620045
8356.549805	46.511627
8378.049805	46.620045
8399.500000	46.511627
8421.000000	46.620045
8442.450195	46.511627
8463.950195	46.620045
8485.400391	46.620045
8506.850586	46.511627
8528.350586	46.620045
8549.799805	46.511627
8571.299805	1.544044
9218.950195	41.666668
9242.950195	44.943821
9265.200195	45.977013
9286.950195	46.403709
9308.500000	46.511627
9330.000000	46.511627
9351.500000	46.620045
9372.950195	46.511627
9394.450195	46.620045
9415.900391	46.620045
9437.350586	46.511627
9458.850586	46.620045
9480.299805	46.511627
9501.799805	46.620045
9523.250000	46.511627
9544.750000	46.620045
9566.200195	46.511627
9587.700195	46.620045
9609.150391	46.620045
9630.600586	46.511627
9652.100586	46.620045
9673.549805	1.563722
10313.049805	41.580040
10337.100586	45.045044
10359.299805	45.977013
10381.049805	46.403709
10402.600586	46.511627
10424.100586	46.511627
10445.600586	46.620045
10467.049805	46.511627
10488.549805	46.620045
10510.000000	46.620045
10531.450195	46.511627
10552.950195	46.620045
10574.400391	46.511627
10595.900391	46.620045
10617.350586	46.511627
10638.850586	46.620045
10660.299805	46.511627
10681.799805	46.620045
10703.250000	46.620045
10724.700195	46.511627
10746.200195	1.544879
11393.500000	41.580040
11417.549805	45.045044
11439.750000	45.977013
11461.500000	46.403709
11483.049805	46.511627
11504.549805	46.511627
11526.049805	46.620045
11547.500000	46.511627
11569.000000	46.620045
11590.450195	46.511627
11611.950195	46.620045
11633.400391	46.511627
11654.900391	46.620045
11676.350586	46.620045
11697.799805	46.511627
11719.299805	46.620045
11740.750000	46.511627
11762.250000	46.620045
11783.700195	46.511627
11805.200195	46.620045
11826.650391	46.620045
