X	Y
31426.451172	46.620045
31447.900391	46.511627
31469.400391	46.620045
31490.849609	46.511627
31512.349609	46.620045
31533.800781	46.511627
31555.300781	46.620045
31576.750000	46.620045
31598.201172	46.511627
31619.701172	83.682007
31631.650391	79.681274
31644.201172	81.300812
31656.500000	81.967216
31668.701172	81.967216
31680.900391	81.632652
31693.150391	81.300812
31705.451172	81.300812
31717.750000	80.971657
31730.099609	80.645157
31742.500000	80.321289
31754.951172	80.321289
31767.400391	80.000000
31779.900391	79.365074
31792.500000	79.365074
31805.099609	79.051376
31817.750000	78.431374
31830.500000	78.431374
31843.250000	77.821007
31856.099609	77.519379
31869.000000	77.519379
31881.900391	76.628349
31894.951172	76.628349
31908.000000	76.045624
31921.150391	75.757576
31934.349609	75.187965
31947.650391	74.906364
31961.000000	74.349442
31974.451172	73.800735
31988.000000	73.260071
32001.650391	72.992699
32015.349609	72.202164
32029.201172	71.428574
32043.201172	70.921982
32057.300781	69.930069
32071.599609	69.444443
32086.000000	68.493149
32100.599609	67.340065
32115.451172	66.006599
32130.599609	64.935066
32146.000000	63.291138
32161.800781	61.349689
32178.099609	24.009604
32219.750000	47.281326
32240.900391	46.728973
32262.300781	46.620045
32283.750000	46.511627
32305.250000	46.620045
32326.701172	46.511627
32348.201172	46.620045
32369.650391	46.511627
32391.150391	46.620045
32412.599609	46.511627
32434.099609	46.620045
32455.550781	46.511627
32477.050781	46.620045
32498.500000	46.620045
32519.951172	46.511627
32541.451172	46.620045
32562.900391	46.511627
32584.400391	46.620045
32605.849609	46.511627
32627.349609	46.620045
32648.800781	46.511627
32670.300781	46.620045
32691.750000	46.511627
32713.250000	46.620045
32734.701172	46.620045
32756.150391	46.511627
32777.652344	83.682007
32789.601563	79.681274
32802.152344	81.300812
32814.449219	81.967216
32826.652344	81.967216
32838.851563	81.632652
32851.101563	81.300812
32863.402344	81.300812
32875.699219	80.971657
32888.050781	80.645157
32900.449219	80.321289
32912.902344	80.321289
32925.351563	80.000000
32937.851563	79.365074
32950.449219	79.365074
32963.050781	79.051376
32975.699219	78.431374
32988.449219	78.431374
33001.199219	77.821007
33014.050781	77.519379
33026.949219	77.519379
33039.851563	76.628349
33052.902344	76.628349
33065.949219	76.045624
33079.101563	75.757576
33092.300781	75.187965
33105.601563	74.906364
33118.949219	74.349442
33132.402344	73.800735
33145.949219	73.260071
33159.601563	72.992699
33173.300781	72.202164
33187.152344	71.428574
33201.152344	70.921982
33215.250000	70.175438
33229.500000	69.204155
33243.949219	68.259384
33258.601563	67.567566
33273.402344	66.225166
33288.500000	64.516129
33304.000000	63.291138
33319.800781	60.975613
33336.199219	24.038460
33377.800781	47.281326
33398.949219	46.728973
33420.351563	46.620045
33441.800781	46.511627
33463.300781	46.620045
33484.750000	46.511627
33506.250000	46.620045
33527.699219	46.620045
33549.152344	46.511627
33570.652344	46.620045
33592.101563	46.511627
33613.601563	46.620045
33635.050781	46.511627
33656.550781	46.620045
33678.000000	46.511627
33699.500000	46.620045
33720.949219	46.511627
33742.449219	46.620045
33763.902344	46.620045
33785.351563	46.511627
33806.851563	46.620045
33828.300781	46.511627
33849.800781	46.620045
33871.250000	46.511627
33892.750000	46.620045
33914.199219	46.511627
33935.699219	82.304520
