X	Y
15475.700195	46.403709
15497.250000	46.403709
15518.799805	46.403709
15540.350586	46.511627
15561.850586	46.403709
15583.400391	46.403709
15604.950195	46.403709
15626.500000	46.511627
15648.000000	46.403709
15669.549805	46.403709
15691.100586	46.403709
15712.650391	46.511627
15734.150391	46.403709
15755.700195	46.403709
15777.250000	46.403709
15798.799805	46.511627
15820.299805	82.644623
15832.400391	46.728973
15853.799805	46.403709
15875.350586	46.403709
15896.900391	51.020409
15916.500000	55.096420
15934.650391	56.338028
15952.400391	56.179771
15970.200195	55.865925
15988.100586	55.096420
16006.250000	54.200539
16024.700195	53.763439
16043.299805	53.191486
16062.100586	72.992699
16075.799805	80.321289
16088.250000	81.632652
16100.500000	81.300812
16112.799805	80.971657
16125.150391	80.645157
16137.549805	80.645157
16149.950195	80.645157
16162.350586	79.681274
16174.900391	79.681274
16187.450195	79.365074
16200.049805	79.051376
16212.700195	78.740158
16225.400391	78.431374
16238.150391	78.125000
16250.950195	77.821007
16263.799805	77.519379
16276.700195	76.923080
16289.700195	76.628349
16302.750000	76.335876
16315.850586	75.757576
16329.049805	75.471695
16342.299805	74.906364
16355.650391	74.626862
16369.049805	74.074074
16382.549805	73.529411
16396.150391	72.992699
16409.849609	72.202164
16423.701172	71.942444
16437.599609	71.174377
16451.650391	70.422539
16465.849609	69.444443
16480.250000	68.493149
16494.849609	67.567566
16509.650391	67.114090
16524.550781	65.359474
16539.849609	63.492062
16555.599609	61.538460
16571.849609	23.952095
16613.599609	47.393364
16634.701172	46.620045
16656.150391	46.403709
16677.701172	46.403709
16699.250000	46.511627
16720.750000	46.403709
16742.300781	46.403709
16763.849609	46.511627
16785.349609	46.403709
16806.900391	46.403709
16828.451172	46.403709
16850.000000	46.511627
16871.500000	46.403709
16893.050781	46.403709
16914.599609	46.403709
16936.150391	46.511627
16957.650391	46.403709
16979.201172	46.403709
17000.750000	46.403709
17022.300781	46.511627
17043.800781	46.403709
17065.349609	46.403709
17086.900391	46.403709
17108.451172	46.511627
17129.951172	46.403709
17151.500000	46.403709
17173.050781	46.403709
17194.599609	46.511627
17216.099609	46.403709
17237.650391	46.403709
17259.201172	46.511627
17280.701172	46.403709
17302.250000	46.403709
17323.800781	46.403709
17345.349609	82.987549
17357.400391	46.620045
17378.849609	46.403709
17400.400391	46.511627
17421.900391	50.890587
17441.550781	55.096420
17459.701172	56.338028
17477.451172	56.179771
17495.250000	55.865925
17513.150391	55.096420
17531.300781	54.347828
17549.701172	53.908352
17568.250000	53.191486
17587.050781	72.992699
17600.750000	80.321289
17613.201172	81.632652
17625.451172	81.300812
17637.750000	80.971657
17650.099609	80.645157
17662.500000	80.645157
17674.900391	80.321289
17687.349609	80.000000
17699.849609	79.681274
17712.400391	79.365074
17725.000000	79.051376
17737.650391	78.740158
17750.349609	78.431374
17763.099609	78.125000
17775.900391	77.821007
17788.750000	77.519379
17801.650391	76.923080
17814.650391	76.628349
17827.701172	76.335876
17840.800781	75.757576
17854.000000	75.471695
17867.250000	74.906364
17880.599609	74.626862
17894.000000	74.074074
17907.500000	73.529411
17921.099609	72.992699
17934.800781	72.202164
17948.650391	71.942444
17962.550781	71.174377
17976.599609	70.175438
17990.849609	69.444443
18005.250000	68.965515
18019.750000	67.567566
18034.550781	66.889633
18049.500000	65.573769
18064.750000	63.694267
18080.451172	61.728394
18096.650391	23.980814
18138.349609	47.281326
18159.500000	46.511627
18181.000000	46.511627
18202.500000	46.403709
18224.050781	46.403709
18245.599609	46.511627
18267.099609	46.403709
18288.650391	46.403709
18310.201172	46.403709
18331.750000	46.511627
18353.250000	46.403709
18374.800781	46.403709
18396.349609	46.511627
18417.849609	46.403709
