Bin,Hz,Power (mean sq amp),condition
38495,5873.87,1.01E-10,gap_junc_block
38496,5874.02,4.34E-10,gap_junc_block
38497,5874.18,9.64E-11,gap_junc_block
38498,5874.33,1.31E-10,gap_junc_block
38499,5874.48,2.25E-10,gap_junc_block
38500,5874.63,5.23E-10,gap_junc_block
38501,5874.79,1.53E-11,gap_junc_block
38502,5874.94,7.87E-11,gap_junc_block
38503,5875.09,6.10E-11,gap_junc_block
38504,5875.24,5.11E-11,gap_junc_block
38505,5875.4,2.35E-10,gap_junc_block
38506,5875.55,4.80E-10,gap_junc_block
38507,5875.7,4.28E-10,gap_junc_block
38508,5875.85,2.94E-11,gap_junc_block
38509,5876.01,5.84E-11,gap_junc_block
38510,5876.16,2.33E-12,gap_junc_block
38511,5876.31,3.21E-10,gap_junc_block
38512,5876.46,4.92E-11,gap_junc_block
38513,5876.62,5.94E-11,gap_junc_block
38514,5876.77,7.16E-11,gap_junc_block
38515,5876.92,7.30E-11,gap_junc_block
38516,5877.08,3.78E-11,gap_junc_block
38517,5877.23,1.37E-10,gap_junc_block
38518,5877.38,3.73E-10,gap_junc_block
38519,5877.53,4.91E-11,gap_junc_block
38520,5877.69,1.24E-10,gap_junc_block
38521,5877.84,1.00E-09,gap_junc_block
38522,5877.99,5.07E-10,gap_junc_block
38523,5878.14,1.15E-10,gap_junc_block
38524,5878.3,1.43E-10,gap_junc_block
38525,5878.45,8.81E-12,gap_junc_block
38526,5878.6,5.08E-11,gap_junc_block
38527,5878.75,2.69E-10,gap_junc_block
38528,5878.91,8.65E-11,gap_junc_block
38529,5879.06,5.14E-11,gap_junc_block
38530,5879.21,8.07E-11,gap_junc_block
38531,5879.36,4.41E-10,gap_junc_block
38532,5879.52,1.09E-10,gap_junc_block
38533,5879.67,2.86E-10,gap_junc_block
38534,5879.82,2.79E-11,gap_junc_block
38535,5879.97,2.16E-10,gap_junc_block
38536,5880.13,8.60E-10,gap_junc_block
38537,5880.28,1.56E-10,gap_junc_block
38538,5880.43,2.61E-11,gap_junc_block
38539,5880.58,2.85E-10,gap_junc_block
38540,5880.74,1.48E-10,gap_junc_block
38541,5880.89,2.35E-10,gap_junc_block
38542,5881.04,1.27E-10,gap_junc_block
38543,5881.2,9.13E-11,gap_junc_block
38544,5881.35,7.69E-11,gap_junc_block
38545,5881.5,7.24E-11,gap_junc_block
38546,5881.65,3.14E-10,gap_junc_block
38547,5881.81,2.51E-11,gap_junc_block
38548,5881.96,8.32E-11,gap_junc_block
38549,5882.11,7.24E-11,gap_junc_block
38550,5882.26,1.46E-10,gap_junc_block
38551,5882.42,3.18E-10,gap_junc_block
38552,5882.57,6.00E-11,gap_junc_block
38553,5882.72,8.20E-11,gap_junc_block
38554,5882.87,2.93E-11,gap_junc_block
38555,5883.03,1.66E-10,gap_junc_block
38556,5883.18,1.57E-11,gap_junc_block
38557,5883.33,9.72E-11,gap_junc_block
38558,5883.48,1.89E-10,gap_junc_block
38559,5883.64,4.63E-11,gap_junc_block
38560,5883.79,3.75E-11,gap_junc_block
38561,5883.94,4.39E-11,gap_junc_block
38562,5884.09,2.22E-10,gap_junc_block
38563,5884.25,1.05E-10,gap_junc_block
38564,5884.4,3.09E-10,gap_junc_block
38565,5884.55,5.71E-10,gap_junc_block
38566,5884.7,9.41E-11,gap_junc_block
38567,5884.86,3.68E-10,gap_junc_block
38568,5885.01,1.51E-11,gap_junc_block
38569,5885.16,3.65E-10,gap_junc_block
38570,5885.31,1.09E-10,gap_junc_block
38571,5885.47,1.47E-10,gap_junc_block
38572,5885.62,1.28E-10,gap_junc_block
38573,5885.77,3.33E-11,gap_junc_block
38574,5885.93,9.59E-11,gap_junc_block
38575,5886.08,6.85E-11,gap_junc_block
38576,5886.23,5.06E-10,gap_junc_block
38577,5886.38,3.42E-10,gap_junc_block
38578,5886.54,1.03E-10,gap_junc_block
38579,5886.69,7.82E-11,gap_junc_block
38580,5886.84,1.25E-10,gap_junc_block
38581,5886.99,8.65E-11,gap_junc_block
38582,5887.15,4.04E-11,gap_junc_block
38583,5887.3,9.31E-11,gap_junc_block
38584,5887.45,1.81E-11,gap_junc_block
38585,5887.6,3.35E-10,gap_junc_block
38586,5887.76,2.90E-10,gap_junc_block
38587,5887.91,7.19E-11,gap_junc_block
38588,5888.06,8.38E-11,gap_junc_block
38589,5888.21,3.10E-10,gap_junc_block
38590,5888.37,3.19E-10,gap_junc_block
38591,5888.52,1.29E-11,gap_junc_block
38592,5888.67,5.12E-12,gap_junc_block
38593,5888.82,1.60E-10,gap_junc_block
38594,5888.98,3.67E-11,gap_junc_block
38595,5889.13,6.31E-11,gap_junc_block
38596,5889.28,5.11E-11,gap_junc_block
38597,5889.43,8.18E-11,gap_junc_block
38598,5889.59,9.55E-11,gap_junc_block
38599,5889.74,1.58E-10,gap_junc_block
38600,5889.89,2.29E-11,gap_junc_block
38601,5890.05,1.03E-10,gap_junc_block
38602,5890.2,2.77E-10,gap_junc_block
38603,5890.35,5.38E-10,gap_junc_block
38604,5890.5,1.25E-10,gap_junc_block
38605,5890.66,4.11E-11,gap_junc_block
38606,5890.81,5.85E-11,gap_junc_block
38607,5890.96,3.72E-12,gap_junc_block
38608,5891.11,1.78E-10,gap_junc_block
38609,5891.27,2.33E-10,gap_junc_block
38610,5891.42,4.35E-11,gap_junc_block
38611,5891.57,3.65E-11,gap_junc_block
38612,5891.72,4.81E-11,gap_junc_block
38613,5891.88,4.51E-11,gap_junc_block
38614,5892.03,4.49E-10,gap_junc_block
38615,5892.18,1.67E-10,gap_junc_block
38616,5892.33,5.27E-11,gap_junc_block
38617,5892.49,5.64E-11,gap_junc_block
38618,5892.64,3.70E-11,gap_junc_block
38619,5892.79,1.95E-11,gap_junc_block
38620,5892.94,1.88E-10,gap_junc_block
38621,5893.1,3.40E-10,gap_junc_block
38622,5893.25,8.70E-11,gap_junc_block
38623,5893.4,2.48E-10,gap_junc_block
38624,5893.55,1.14E-09,gap_junc_block
38625,5893.71,4.14E-10,gap_junc_block
38626,5893.86,1.65E-11,gap_junc_block
38627,5894.01,6.87E-11,gap_junc_block
38628,5894.17,1.19E-10,gap_junc_block
38629,5894.32,1.71E-10,gap_junc_block
38630,5894.47,3.55E-10,gap_junc_block
38631,5894.62,2.51E-11,gap_junc_block
38632,5894.78,5.09E-11,gap_junc_block
38633,5894.93,4.79E-11,gap_junc_block
38634,5895.08,5.18E-11,gap_junc_block
38635,5895.23,2.30E-10,gap_junc_block
38636,5895.39,3.38E-11,gap_junc_block
38637,5895.54,8.52E-11,gap_junc_block
38638,5895.69,3.14E-10,gap_junc_block
38639,5895.84,2.59E-11,gap_junc_block
38640,5896,4.97E-11,gap_junc_block
38641,5896.15,3.00E-10,gap_junc_block
38642,5896.3,3.33E-10,gap_junc_block
38643,5896.45,1.61E-10,gap_junc_block
38644,5896.61,5.37E-11,gap_junc_block
38645,5896.76,2.54E-10,gap_junc_block
38646,5896.91,2.26E-10,gap_junc_block
38647,5897.06,3.21E-10,gap_junc_block
38648,5897.22,1.02E-10,gap_junc_block
38649,5897.37,8.17E-12,gap_junc_block
38650,5897.52,8.66E-13,gap_junc_block
38651,5897.67,7.82E-12,gap_junc_block
38652,5897.83,1.99E-10,gap_junc_block
38653,5897.98,1.67E-10,gap_junc_block
38654,5898.13,7.79E-11,gap_junc_block
38655,5898.28,3.35E-11,gap_junc_block
38656,5898.44,1.11E-10,gap_junc_block
38657,5898.59,3.37E-11,gap_junc_block
38658,5898.74,2.54E-11,gap_junc_block
38659,5898.9,1.08E-10,gap_junc_block
38660,5899.05,2.28E-10,gap_junc_block
38661,5899.2,3.02E-10,gap_junc_block
38662,5899.35,1.95E-11,gap_junc_block
38663,5899.51,4.65E-11,gap_junc_block
38664,5899.66,2.67E-10,gap_junc_block
38665,5899.81,8.11E-10,gap_junc_block
38666,5899.96,5.52E-10,gap_junc_block
38667,5900.12,5.47E-11,gap_junc_block
38668,5900.27,4.06E-10,gap_junc_block
38669,5900.42,6.36E-11,gap_junc_block
38670,5900.57,2.06E-10,gap_junc_block
38671,5900.73,7.58E-11,gap_junc_block
38672,5900.88,2.57E-10,gap_junc_block
38673,5901.03,1.13E-10,gap_junc_block
38674,5901.18,1.05E-10,gap_junc_block
38675,5901.34,4.85E-10,gap_junc_block
38676,5901.49,2.03E-10,gap_junc_block
38677,5901.64,1.02E-10,gap_junc_block
38678,5901.79,7.59E-11,gap_junc_block
38679,5901.95,3.87E-10,gap_junc_block
38680,5902.1,1.22E-10,gap_junc_block
38681,5902.25,1.17E-10,gap_junc_block
38682,5902.4,3.25E-10,gap_junc_block
38683,5902.56,4.76E-10,gap_junc_block
38684,5902.71,6.47E-10,gap_junc_block
38685,5902.86,6.09E-10,gap_junc_block
38686,5903.02,3.39E-10,gap_junc_block
38687,5903.17,8.85E-12,gap_junc_block
38688,5903.32,1.71E-11,gap_junc_block
38689,5903.47,1.11E-10,gap_junc_block
38690,5903.63,7.21E-12,gap_junc_block
38691,5903.78,5.65E-11,gap_junc_block
38692,5903.93,9.73E-11,gap_junc_block
38693,5904.08,1.48E-10,gap_junc_block
38694,5904.24,2.34E-10,gap_junc_block
38695,5904.39,9.97E-12,gap_junc_block
38696,5904.54,5.05E-11,gap_junc_block
38697,5904.69,3.99E-11,gap_junc_block
38698,5904.85,2.23E-10,gap_junc_block
38699,5905,6.94E-10,gap_junc_block
38700,5905.15,1.89E-10,gap_junc_block
38701,5905.3,1.59E-11,gap_junc_block
38702,5905.46,2.12E-10,gap_junc_block
38703,5905.61,5.50E-10,gap_junc_block
38704,5905.76,4.97E-10,gap_junc_block
38705,5905.91,3.56E-10,gap_junc_block
38706,5906.07,2.41E-10,gap_junc_block
38707,5906.22,2.69E-11,gap_junc_block
38708,5906.37,1.55E-10,gap_junc_block
38709,5906.52,2.19E-10,gap_junc_block
38710,5906.68,1.07E-11,gap_junc_block
38711,5906.83,2.91E-11,gap_junc_block
38712,5906.98,6.03E-10,gap_junc_block
38713,5907.14,1.08E-10,gap_junc_block
38714,5907.29,6.29E-11,gap_junc_block
38715,5907.44,1.46E-10,gap_junc_block
38716,5907.59,3.18E-10,gap_junc_block
38717,5907.75,2.43E-10,gap_junc_block
38718,5907.9,9.07E-11,gap_junc_block
38719,5908.05,1.55E-10,gap_junc_block
38720,5908.2,4.21E-11,gap_junc_block
38721,5908.36,1.70E-10,gap_junc_block
38722,5908.51,2.37E-10,gap_junc_block
38723,5908.66,2.33E-10,gap_junc_block
38724,5908.81,3.93E-10,gap_junc_block
38725,5908.97,1.16E-10,gap_junc_block
38726,5909.12,3.70E-10,gap_junc_block
38727,5909.27,3.76E-10,gap_junc_block
38728,5909.42,4.12E-10,gap_junc_block
38729,5909.58,2.74E-12,gap_junc_block
38730,5909.73,2.14E-11,gap_junc_block
38731,5909.88,1.25E-10,gap_junc_block
38732,5910.03,8.77E-12,gap_junc_block
38733,5910.19,7.55E-10,gap_junc_block
38734,5910.34,8.84E-11,gap_junc_block
38735,5910.49,1.50E-11,gap_junc_block
38736,5910.64,2.90E-11,gap_junc_block
38737,5910.8,2.44E-10,gap_junc_block
38738,5910.95,2.55E-10,gap_junc_block
38739,5911.1,2.23E-10,gap_junc_block
38740,5911.25,1.40E-10,gap_junc_block
38741,5911.41,8.33E-12,gap_junc_block
38742,5911.56,4.25E-11,gap_junc_block
38743,5911.71,4.22E-10,gap_junc_block
38744,5911.87,4.16E-10,gap_junc_block
38745,5912.02,2.23E-10,gap_junc_block
38746,5912.17,1.40E-11,gap_junc_block
38747,5912.32,2.89E-10,gap_junc_block
38748,5912.48,1.70E-10,gap_junc_block
38749,5912.63,2.68E-10,gap_junc_block
38750,5912.78,3.08E-10,gap_junc_block
38751,5912.93,6.21E-10,gap_junc_block
38752,5913.09,2.73E-10,gap_junc_block
38753,5913.24,2.25E-10,gap_junc_block
38754,5913.39,8.38E-11,gap_junc_block
38755,5913.54,2.23E-10,gap_junc_block
38756,5913.7,7.74E-10,gap_junc_block
38757,5913.85,8.44E-12,gap_junc_block
38758,5914,8.77E-11,gap_junc_block
38759,5914.15,1.85E-10,gap_junc_block
38760,5914.31,1.76E-10,gap_junc_block
38761,5914.46,1.01E-10,gap_junc_block
38762,5914.61,1.47E-10,gap_junc_block
38763,5914.76,1.68E-12,gap_junc_block
38764,5914.92,1.94E-10,gap_junc_block
38765,5915.07,1.85E-10,gap_junc_block
38766,5915.22,3.26E-10,gap_junc_block
38767,5915.37,1.60E-10,gap_junc_block
38768,5915.53,7.75E-11,gap_junc_block
38769,5915.68,8.72E-12,gap_junc_block
38770,5915.83,4.04E-11,gap_junc_block
38771,5915.99,1.99E-11,gap_junc_block
38772,5916.14,6.48E-11,gap_junc_block
38773,5916.29,2.93E-10,gap_junc_block
38774,5916.44,5.58E-11,gap_junc_block
38775,5916.6,1.11E-10,gap_junc_block
38776,5916.75,5.03E-11,gap_junc_block
38777,5916.9,4.96E-10,gap_junc_block
38778,5917.05,5.60E-10,gap_junc_block
38779,5917.21,2.74E-10,gap_junc_block
38780,5917.36,5.74E-11,gap_junc_block
38781,5917.51,9.95E-11,gap_junc_block
38782,5917.66,4.30E-12,gap_junc_block
38783,5917.82,2.25E-11,gap_junc_block
38784,5917.97,3.31E-10,gap_junc_block
38785,5918.12,1.64E-10,gap_junc_block
38786,5918.27,6.12E-11,gap_junc_block
38787,5918.43,1.64E-10,gap_junc_block
38788,5918.58,7.38E-11,gap_junc_block
38789,5918.73,3.61E-10,gap_junc_block
38790,5918.88,1.62E-10,gap_junc_block
38791,5919.04,2.37E-11,gap_junc_block
38792,5919.19,2.54E-11,gap_junc_block
38793,5919.34,3.43E-10,gap_junc_block
38794,5919.49,2.01E-10,gap_junc_block
38795,5919.65,3.38E-11,gap_junc_block
38796,5919.8,1.39E-11,gap_junc_block
38797,5919.95,1.14E-11,gap_junc_block
38798,5920.1,4.23E-11,gap_junc_block
38799,5920.26,1.10E-10,gap_junc_block
38800,5920.41,8.17E-10,gap_junc_block
38801,5920.56,7.93E-10,gap_junc_block
38802,5920.72,4.83E-10,gap_junc_block
38803,5920.87,8.19E-11,gap_junc_block
38804,5921.02,8.35E-11,gap_junc_block
38805,5921.17,1.13E-10,gap_junc_block
38806,5921.33,5.05E-11,gap_junc_block
38807,5921.48,8.57E-11,gap_junc_block
38808,5921.63,1.08E-10,gap_junc_block
38809,5921.78,2.07E-10,gap_junc_block
38810,5921.94,1.62E-10,gap_junc_block
38811,5922.09,3.72E-10,gap_junc_block
38812,5922.24,2.91E-10,gap_junc_block
38813,5922.39,5.72E-11,gap_junc_block
38814,5922.55,9.86E-12,gap_junc_block
38815,5922.7,1.19E-10,gap_junc_block
38816,5922.85,1.09E-10,gap_junc_block
38817,5923,2.49E-10,gap_junc_block
38818,5923.16,2.49E-11,gap_junc_block
38819,5923.31,6.49E-11,gap_junc_block
38820,5923.46,1.10E-11,gap_junc_block
38821,5923.61,2.76E-10,gap_junc_block
38822,5923.77,1.87E-10,gap_junc_block
38823,5923.92,4.67E-10,gap_junc_block
38824,5924.07,9.21E-11,gap_junc_block
38825,5924.22,8.00E-11,gap_junc_block
38826,5924.38,8.51E-11,gap_junc_block
38827,5924.53,6.69E-11,gap_junc_block
38828,5924.68,9.94E-11,gap_junc_block
38829,5924.84,2.17E-10,gap_junc_block
38830,5924.99,9.74E-11,gap_junc_block
38831,5925.14,2.64E-10,gap_junc_block
38832,5925.29,1.97E-10,gap_junc_block
38833,5925.45,6.67E-10,gap_junc_block
38834,5925.6,1.74E-10,gap_junc_block
38835,5925.75,9.28E-11,gap_junc_block
38836,5925.9,1.55E-10,gap_junc_block
38837,5926.06,1.97E-11,gap_junc_block
38838,5926.21,3.05E-11,gap_junc_block
38839,5926.36,4.63E-11,gap_junc_block
38840,5926.51,1.25E-10,gap_junc_block
38841,5926.67,1.64E-10,gap_junc_block
38842,5926.82,1.56E-10,gap_junc_block
38843,5926.97,2.88E-10,gap_junc_block
38844,5927.12,3.50E-10,gap_junc_block
38845,5927.28,1.66E-10,gap_junc_block
38846,5927.43,2.49E-11,gap_junc_block
38847,5927.58,3.43E-10,gap_junc_block
38848,5927.73,3.84E-10,gap_junc_block
38849,5927.89,1.67E-10,gap_junc_block
38850,5928.04,2.14E-11,gap_junc_block
38851,5928.19,4.62E-11,gap_junc_block
38852,5928.34,7.35E-11,gap_junc_block
38853,5928.5,3.67E-11,gap_junc_block
38854,5928.65,2.23E-10,gap_junc_block
38855,5928.8,8.18E-11,gap_junc_block
38856,5928.96,1.24E-10,gap_junc_block
38857,5929.11,2.39E-10,gap_junc_block
38858,5929.26,1.58E-10,gap_junc_block
38859,5929.41,2.75E-10,gap_junc_block
38860,5929.57,4.16E-11,gap_junc_block
38861,5929.72,1.99E-10,gap_junc_block
38862,5929.87,1.79E-10,gap_junc_block
38863,5930.02,2.83E-11,gap_junc_block
38864,5930.18,8.94E-11,gap_junc_block
38865,5930.33,4.11E-10,gap_junc_block
38866,5930.48,4.73E-12,gap_junc_block
38867,5930.63,2.07E-11,gap_junc_block
38868,5930.79,2.43E-11,gap_junc_block
38869,5930.94,1.09E-10,gap_junc_block
38870,5931.09,5.89E-12,gap_junc_block
38871,5931.24,1.52E-11,gap_junc_block
38872,5931.4,1.20E-10,gap_junc_block
38873,5931.55,2.76E-10,gap_junc_block
38874,5931.7,6.60E-11,gap_junc_block
38875,5931.85,1.37E-11,gap_junc_block
38876,5932.01,1.72E-10,gap_junc_block
38877,5932.16,3.80E-11,gap_junc_block
38878,5932.31,5.46E-10,gap_junc_block
38879,5932.46,3.26E-10,gap_junc_block
38880,5932.62,3.70E-10,gap_junc_block
38881,5932.77,1.84E-10,gap_junc_block
38882,5932.92,3.48E-10,gap_junc_block
38883,5933.07,3.16E-11,gap_junc_block
38884,5933.23,2.85E-10,gap_junc_block
38885,5933.38,3.14E-10,gap_junc_block
38886,5933.53,7.18E-11,gap_junc_block
38887,5933.69,2.97E-10,gap_junc_block
38888,5933.84,6.24E-11,gap_junc_block
38889,5933.99,3.72E-10,gap_junc_block
38890,5934.14,4.68E-11,gap_junc_block
38891,5934.3,8.96E-11,gap_junc_block
38892,5934.45,3.12E-11,gap_junc_block
38893,5934.6,8.37E-11,gap_junc_block
38894,5934.75,1.27E-11,gap_junc_block
38895,5934.91,6.10E-11,gap_junc_block
38896,5935.06,5.07E-11,gap_junc_block
38897,5935.21,3.97E-10,gap_junc_block
38898,5935.36,1.21E-11,gap_junc_block
38899,5935.52,1.82E-10,gap_junc_block
38900,5935.67,1.30E-10,gap_junc_block
38901,5935.82,2.17E-10,gap_junc_block
38902,5935.97,9.07E-11,gap_junc_block
38903,5936.13,2.03E-10,gap_junc_block
38904,5936.28,1.19E-09,gap_junc_block
38905,5936.43,4.43E-10,gap_junc_block
38906,5936.58,1.16E-10,gap_junc_block
38907,5936.74,3.83E-10,gap_junc_block
38908,5936.89,1.34E-10,gap_junc_block
38909,5937.04,1.90E-10,gap_junc_block
38910,5937.19,1.04E-10,gap_junc_block
38911,5937.35,6.79E-11,gap_junc_block
38912,5937.5,8.64E-11,gap_junc_block
38913,5937.65,2.96E-10,gap_junc_block
38914,5937.81,2.14E-10,gap_junc_block
38915,5937.96,2.31E-10,gap_junc_block
38916,5938.11,3.65E-10,gap_junc_block
38917,5938.26,2.09E-10,gap_junc_block
38918,5938.42,6.28E-10,gap_junc_block
38919,5938.57,3.65E-10,gap_junc_block
38920,5938.72,1.06E-10,gap_junc_block
38921,5938.87,1.32E-10,gap_junc_block
38922,5939.03,1.09E-10,gap_junc_block
38923,5939.18,1.43E-11,gap_junc_block
38924,5939.33,3.10E-10,gap_junc_block
38925,5939.48,1.23E-10,gap_junc_block
38926,5939.64,1.25E-10,gap_junc_block
38927,5939.79,2.24E-11,gap_junc_block
38928,5939.94,4.24E-11,gap_junc_block
38929,5940.09,1.16E-10,gap_junc_block
38930,5940.25,7.74E-11,gap_junc_block
38931,5940.4,1.45E-11,gap_junc_block
38932,5940.55,1.02E-10,gap_junc_block
38933,5940.7,1.09E-10,gap_junc_block
38934,5940.86,9.61E-11,gap_junc_block
38935,5941.01,1.35E-10,gap_junc_block
38936,5941.16,1.13E-10,gap_junc_block
38937,5941.31,1.74E-10,gap_junc_block
38938,5941.47,1.53E-10,gap_junc_block
38939,5941.62,9.07E-11,gap_junc_block
38940,5941.77,2.21E-10,gap_junc_block
38941,5941.93,1.58E-10,gap_junc_block
38942,5942.08,1.15E-10,gap_junc_block
38943,5942.23,1.71E-10,gap_junc_block
38944,5942.38,7.05E-10,gap_junc_block
38945,5942.54,3.11E-10,gap_junc_block
38946,5942.69,8.42E-11,gap_junc_block
38947,5942.84,2.47E-10,gap_junc_block
38948,5942.99,5.89E-11,gap_junc_block
38949,5943.15,1.08E-10,gap_junc_block
38950,5943.3,9.64E-11,gap_junc_block
38951,5943.45,2.95E-11,gap_junc_block
38952,5943.6,2.47E-10,gap_junc_block
38953,5943.76,3.59E-11,gap_junc_block
38954,5943.91,1.03E-10,gap_junc_block
38955,5944.06,9.08E-11,gap_junc_block
38956,5944.21,1.22E-10,gap_junc_block
38957,5944.37,1.90E-10,gap_junc_block
38958,5944.52,1.21E-10,gap_junc_block
38959,5944.67,1.47E-11,gap_junc_block
38960,5944.82,2.61E-10,gap_junc_block
38961,5944.98,8.97E-11,gap_junc_block
38962,5945.13,3.58E-11,gap_junc_block
38963,5945.28,3.03E-10,gap_junc_block
38964,5945.43,3.26E-10,gap_junc_block
38965,5945.59,5.38E-10,gap_junc_block
38966,5945.74,8.05E-11,gap_junc_block
38967,5945.89,1.18E-11,gap_junc_block
38968,5946.04,4.75E-10,gap_junc_block
38969,5946.2,4.37E-10,gap_junc_block
38970,5946.35,4.81E-10,gap_junc_block
38971,5946.5,3.39E-12,gap_junc_block
38972,5946.66,1.86E-10,gap_junc_block
38973,5946.81,1.25E-10,gap_junc_block
38974,5946.96,3.34E-11,gap_junc_block
38975,5947.11,1.43E-10,gap_junc_block
38976,5947.27,1.17E-10,gap_junc_block
38977,5947.42,1.40E-10,gap_junc_block
38978,5947.57,1.40E-10,gap_junc_block
38979,5947.72,2.54E-10,gap_junc_block
38980,5947.88,3.11E-10,gap_junc_block
38981,5948.03,1.01E-10,gap_junc_block
38982,5948.18,1.51E-10,gap_junc_block
38983,5948.33,5.47E-10,gap_junc_block
38984,5948.49,1.13E-10,gap_junc_block
38985,5948.64,3.41E-11,gap_junc_block
38986,5948.79,1.74E-10,gap_junc_block
38987,5948.94,1.93E-10,gap_junc_block
38988,5949.1,5.76E-11,gap_junc_block
38989,5949.25,6.32E-11,gap_junc_block
38990,5949.4,8.62E-11,gap_junc_block
38991,5949.55,2.41E-10,gap_junc_block
38992,5949.71,3.70E-10,gap_junc_block
38993,5949.86,5.31E-11,gap_junc_block
38994,5950.01,3.06E-10,gap_junc_block
38995,5950.16,1.12E-10,gap_junc_block
38996,5950.32,4.19E-10,gap_junc_block
38997,5950.47,1.06E-09,gap_junc_block
38998,5950.62,6.38E-10,gap_junc_block
38999,5950.78,2.68E-10,gap_junc_block
39000,5950.93,2.58E-12,gap_junc_block
39001,5951.08,6.85E-11,gap_junc_block
39002,5951.23,5.98E-11,gap_junc_block
39003,5951.39,3.43E-13,gap_junc_block
39004,5951.54,9.41E-11,gap_junc_block
39005,5951.69,2.41E-10,gap_junc_block
39006,5951.84,6.11E-11,gap_junc_block
39007,5952,6.68E-10,gap_junc_block
39008,5952.15,6.75E-10,gap_junc_block
39009,5952.3,3.17E-10,gap_junc_block
39010,5952.45,2.32E-10,gap_junc_block
39011,5952.61,3.51E-11,gap_junc_block
39012,5952.76,8.15E-11,gap_junc_block
39013,5952.91,2.63E-10,gap_junc_block
39014,5953.06,2.06E-10,gap_junc_block
39015,5953.22,6.39E-11,gap_junc_block
39016,5953.37,5.63E-11,gap_junc_block
39017,5953.52,9.69E-11,gap_junc_block
39018,5953.67,7.08E-11,gap_junc_block
39019,5953.83,4.22E-10,gap_junc_block
39020,5953.98,5.26E-11,gap_junc_block
39021,5954.13,6.32E-11,gap_junc_block
39022,5954.28,3.19E-10,gap_junc_block
39023,5954.44,1.76E-10,gap_junc_block
39024,5954.59,9.63E-11,gap_junc_block
39025,5954.74,2.12E-10,gap_junc_block
39026,5954.9,3.72E-10,gap_junc_block
39027,5955.05,4.06E-10,gap_junc_block
39028,5955.2,3.50E-10,gap_junc_block
39029,5955.35,1.79E-10,gap_junc_block
39030,5955.51,1.54E-10,gap_junc_block
39031,5955.66,7.88E-11,gap_junc_block
39032,5955.81,1.56E-11,gap_junc_block
39033,5955.96,3.61E-10,gap_junc_block
39034,5956.12,1.84E-10,gap_junc_block
39035,5956.27,9.60E-11,gap_junc_block
39036,5956.42,2.59E-11,gap_junc_block
39037,5956.57,2.57E-11,gap_junc_block
39038,5956.73,5.36E-13,gap_junc_block
39039,5956.88,1.42E-12,gap_junc_block
39040,5957.03,1.20E-11,gap_junc_block
39041,5957.18,1.83E-10,gap_junc_block
39042,5957.34,9.90E-11,gap_junc_block
39043,5957.49,3.71E-10,gap_junc_block
39044,5957.64,4.46E-11,gap_junc_block
39045,5957.79,2.53E-11,gap_junc_block
39046,5957.95,5.07E-12,gap_junc_block
39047,5958.1,3.95E-10,gap_junc_block
39048,5958.25,5.40E-10,gap_junc_block
39049,5958.4,9.87E-12,gap_junc_block
39050,5958.56,1.29E-10,gap_junc_block
39051,5958.71,8.48E-11,gap_junc_block
39052,5958.86,8.37E-11,gap_junc_block
39053,5959.01,7.73E-10,gap_junc_block
39054,5959.17,4.21E-10,gap_junc_block
39055,5959.32,1.44E-10,gap_junc_block
39056,5959.47,1.82E-11,gap_junc_block
39057,5959.63,1.91E-10,gap_junc_block
39058,5959.78,5.41E-10,gap_junc_block
39059,5959.93,1.48E-10,gap_junc_block
39060,5960.08,2.75E-11,gap_junc_block
39061,5960.24,6.03E-12,gap_junc_block
39062,5960.39,2.54E-11,gap_junc_block
39063,5960.54,1.80E-10,gap_junc_block
39064,5960.69,9.36E-11,gap_junc_block
39065,5960.85,8.50E-11,gap_junc_block
39066,5961,3.21E-10,gap_junc_block
39067,5961.15,1.44E-10,gap_junc_block
39068,5961.3,2.40E-10,gap_junc_block
39069,5961.46,4.35E-11,gap_junc_block
39070,5961.61,3.55E-11,gap_junc_block
39071,5961.76,1.79E-10,gap_junc_block
39072,5961.91,6.64E-11,gap_junc_block
39073,5962.07,2.03E-10,gap_junc_block
39074,5962.22,5.20E-12,gap_junc_block
39075,5962.37,2.98E-11,gap_junc_block
39076,5962.52,6.05E-11,gap_junc_block
39077,5962.68,1.52E-11,gap_junc_block
39078,5962.83,2.47E-10,gap_junc_block
39079,5962.98,1.71E-10,gap_junc_block
39080,5963.13,5.20E-11,gap_junc_block
39081,5963.29,1.48E-10,gap_junc_block
39082,5963.44,2.32E-10,gap_junc_block
39083,5963.59,9.98E-11,gap_junc_block
39084,5963.75,3.18E-11,gap_junc_block
39085,5963.9,5.55E-10,gap_junc_block
39086,5964.05,7.81E-10,gap_junc_block
39087,5964.2,3.36E-10,gap_junc_block
39088,5964.36,8.84E-11,gap_junc_block
39089,5964.51,4.65E-10,gap_junc_block
39090,5964.66,5.14E-11,gap_junc_block
39091,5964.81,5.86E-11,gap_junc_block
39092,5964.97,1.13E-10,gap_junc_block
39093,5965.12,2.26E-10,gap_junc_block
39094,5965.27,9.38E-11,gap_junc_block
39095,5965.42,4.13E-10,gap_junc_block
39096,5965.58,1.04E-11,gap_junc_block
39097,5965.73,9.47E-11,gap_junc_block
39098,5965.88,9.71E-11,gap_junc_block
39099,5966.03,5.39E-11,gap_junc_block
39100,5966.19,7.08E-11,gap_junc_block
39101,5966.34,1.11E-10,gap_junc_block
39102,5966.49,1.98E-10,gap_junc_block
