Bin,Hz,Power (mean sq amp),condition
6399,976.41,1.12E-07,gap_junc_block
6400,976.56,1.17E-06,gap_junc_block
6401,976.72,5.16E-07,gap_junc_block
6402,976.87,8.79E-07,gap_junc_block
6403,977.02,2.42E-06,gap_junc_block
6404,977.17,2.48E-06,gap_junc_block
6405,977.33,8.48E-07,gap_junc_block
6406,977.48,6.78E-07,gap_junc_block
6407,977.63,3.39E-07,gap_junc_block
6408,977.78,4.70E-08,gap_junc_block
6409,977.94,1.13E-07,gap_junc_block
6410,978.09,1.78E-07,gap_junc_block
6411,978.24,3.81E-07,gap_junc_block
6412,978.39,1.29E-06,gap_junc_block
6413,978.55,1.70E-06,gap_junc_block
6414,978.7,1.59E-07,gap_junc_block
6415,978.85,6.03E-07,gap_junc_block
6416,979,2.45E-07,gap_junc_block
6417,979.16,5.39E-07,gap_junc_block
6418,979.31,6.51E-07,gap_junc_block
6419,979.46,2.81E-07,gap_junc_block
6420,979.61,1.68E-06,gap_junc_block
6421,979.77,1.10E-06,gap_junc_block
6422,979.92,5.01E-08,gap_junc_block
6423,980.07,2.83E-07,gap_junc_block
6424,980.22,1.39E-07,gap_junc_block
6425,980.38,1.59E-07,gap_junc_block
6426,980.53,1.26E-07,gap_junc_block
6427,980.68,6.60E-08,gap_junc_block
6428,980.83,9.01E-07,gap_junc_block
6429,980.99,4.72E-07,gap_junc_block
6430,981.14,2.71E-07,gap_junc_block
6431,981.29,1.19E-07,gap_junc_block
6432,981.45,2.90E-07,gap_junc_block
6433,981.6,3.79E-07,gap_junc_block
6434,981.75,1.62E-07,gap_junc_block
6435,981.9,3.94E-07,gap_junc_block
6436,982.06,7.87E-07,gap_junc_block
6437,982.21,1.77E-06,gap_junc_block
6438,982.36,5.27E-07,gap_junc_block
6439,982.51,2.84E-07,gap_junc_block
6440,982.67,5.44E-07,gap_junc_block
6441,982.82,3.89E-06,gap_junc_block
6442,982.97,2.74E-06,gap_junc_block
6443,983.12,2.53E-07,gap_junc_block
6444,983.28,5.54E-07,gap_junc_block
6445,983.43,2.47E-06,gap_junc_block
6446,983.58,5.03E-07,gap_junc_block
6447,983.73,1.47E-07,gap_junc_block
6448,983.89,1.28E-06,gap_junc_block
6449,984.04,1.12E-06,gap_junc_block
6450,984.19,8.59E-07,gap_junc_block
6451,984.34,2.13E-07,gap_junc_block
6452,984.5,5.72E-07,gap_junc_block
6453,984.65,9.24E-09,gap_junc_block
6454,984.8,4.55E-07,gap_junc_block
6455,984.95,4.79E-08,gap_junc_block
6456,985.11,5.29E-08,gap_junc_block
6457,985.26,3.22E-07,gap_junc_block
6458,985.41,4.46E-07,gap_junc_block
6459,985.57,3.02E-07,gap_junc_block
6460,985.72,1.97E-07,gap_junc_block
6461,985.87,6.77E-08,gap_junc_block
6462,986.02,1.48E-06,gap_junc_block
6463,986.18,2.75E-06,gap_junc_block
6464,986.33,1.07E-06,gap_junc_block
6465,986.48,2.50E-06,gap_junc_block
6466,986.63,3.74E-07,gap_junc_block
6467,986.79,2.37E-06,gap_junc_block
6468,986.94,1.17E-06,gap_junc_block
6469,987.09,1.99E-06,gap_junc_block
6470,987.24,3.10E-06,gap_junc_block
6471,987.4,6.65E-07,gap_junc_block
6472,987.55,4.30E-06,gap_junc_block
6473,987.7,3.00E-08,gap_junc_block
6474,987.85,2.00E-06,gap_junc_block
6475,988.01,2.00E-07,gap_junc_block
6476,988.16,2.22E-06,gap_junc_block
6477,988.31,3.52E-06,gap_junc_block
6478,988.46,3.28E-07,gap_junc_block
6479,988.62,5.06E-07,gap_junc_block
6480,988.77,6.07E-07,gap_junc_block
6481,988.92,1.33E-07,gap_junc_block
6482,989.07,1.91E-07,gap_junc_block
6483,989.23,1.52E-07,gap_junc_block
6484,989.38,7.59E-07,gap_junc_block
6485,989.53,1.86E-06,gap_junc_block
6486,989.69,1.84E-06,gap_junc_block
6487,989.84,5.31E-07,gap_junc_block
6488,989.99,2.91E-07,gap_junc_block
6489,990.14,2.81E-07,gap_junc_block
6490,990.3,8.37E-08,gap_junc_block
6491,990.45,2.84E-07,gap_junc_block
6492,990.6,2.86E-07,gap_junc_block
6493,990.75,1.95E-07,gap_junc_block
6494,990.91,5.84E-07,gap_junc_block
6495,991.06,1.39E-07,gap_junc_block
6496,991.21,3.19E-06,gap_junc_block
6497,991.36,3.26E-06,gap_junc_block
6498,991.52,7.95E-07,gap_junc_block
6499,991.67,8.09E-06,gap_junc_block
6500,991.82,4.42E-06,gap_junc_block
6501,991.97,3.36E-06,gap_junc_block
6502,992.13,8.43E-06,gap_junc_block
6503,992.28,4.16E-06,gap_junc_block
6504,992.43,1.26E-06,gap_junc_block
6505,992.58,3.33E-06,gap_junc_block
6506,992.74,1.25E-06,gap_junc_block
6507,992.89,2.62E-06,gap_junc_block
6508,993.04,1.63E-06,gap_junc_block
6509,993.19,1.93E-06,gap_junc_block
6510,993.35,1.86E-06,gap_junc_block
6511,993.5,6.16E-08,gap_junc_block
6512,993.65,3.39E-07,gap_junc_block
6513,993.8,3.92E-07,gap_junc_block
6514,993.96,2.99E-07,gap_junc_block
6515,994.11,2.16E-07,gap_junc_block
6516,994.26,1.74E-07,gap_junc_block
6517,994.42,7.88E-07,gap_junc_block
6518,994.57,5.07E-07,gap_junc_block
6519,994.72,1.44E-08,gap_junc_block
6520,994.87,2.23E-07,gap_junc_block
6521,995.03,5.25E-07,gap_junc_block
6522,995.18,9.09E-07,gap_junc_block
6523,995.33,6.44E-07,gap_junc_block
6524,995.48,9.50E-07,gap_junc_block
6525,995.64,9.88E-07,gap_junc_block
6526,995.79,4.01E-07,gap_junc_block
6527,995.94,8.32E-07,gap_junc_block
6528,996.09,6.90E-07,gap_junc_block
6529,996.25,5.90E-08,gap_junc_block
6530,996.4,1.75E-06,gap_junc_block
6531,996.55,1.99E-06,gap_junc_block
6532,996.7,3.02E-07,gap_junc_block
6533,996.86,1.52E-06,gap_junc_block
6534,997.01,9.18E-07,gap_junc_block
6535,997.16,1.17E-06,gap_junc_block
6536,997.31,6.69E-07,gap_junc_block
6537,997.47,2.23E-07,gap_junc_block
6538,997.62,3.20E-09,gap_junc_block
6539,997.77,3.42E-07,gap_junc_block
6540,997.92,4.63E-07,gap_junc_block
6541,998.08,1.84E-07,gap_junc_block
6542,998.23,6.46E-07,gap_junc_block
6543,998.38,8.62E-08,gap_junc_block
6544,998.54,2.11E-08,gap_junc_block
6545,998.69,8.71E-08,gap_junc_block
6546,998.84,5.10E-07,gap_junc_block
6547,998.99,3.48E-07,gap_junc_block
6548,999.15,3.70E-07,gap_junc_block
6549,999.3,6.22E-07,gap_junc_block
6550,999.45,1.19E-06,gap_junc_block
6551,999.6,1.02E-07,gap_junc_block
6552,999.76,1.12E-07,gap_junc_block
6553,999.91,5.42E-07,gap_junc_block
6554,1000.06,3.41E-08,gap_junc_block
6555,1000.21,4.42E-07,gap_junc_block
6556,1000.37,1.71E-07,gap_junc_block
6557,1000.52,3.11E-07,gap_junc_block
6558,1000.67,7.79E-07,gap_junc_block
6559,1000.82,7.38E-07,gap_junc_block
6560,1000.98,2.26E-07,gap_junc_block
6561,1001.13,1.77E-07,gap_junc_block
6562,1001.28,6.89E-07,gap_junc_block
6563,1001.43,8.09E-07,gap_junc_block
6564,1001.59,9.96E-08,gap_junc_block
6565,1001.74,5.31E-07,gap_junc_block
6566,1001.89,4.48E-07,gap_junc_block
6567,1002.04,1.81E-07,gap_junc_block
6568,1002.2,2.43E-07,gap_junc_block
6569,1002.35,1.69E-08,gap_junc_block
6570,1002.5,9.54E-07,gap_junc_block
6571,1002.66,4.32E-07,gap_junc_block
6572,1002.81,1.55E-07,gap_junc_block
6573,1002.96,6.90E-07,gap_junc_block
6574,1003.11,1.32E-07,gap_junc_block
6575,1003.27,3.62E-07,gap_junc_block
6576,1003.42,1.39E-06,gap_junc_block
6577,1003.57,2.10E-07,gap_junc_block
6578,1003.72,1.29E-06,gap_junc_block
6579,1003.88,1.96E-06,gap_junc_block
6580,1004.03,4.29E-07,gap_junc_block
6581,1004.18,1.61E-06,gap_junc_block
6582,1004.33,2.39E-07,gap_junc_block
6583,1004.49,4.56E-07,gap_junc_block
6584,1004.64,5.95E-07,gap_junc_block
6585,1004.79,5.02E-07,gap_junc_block
6586,1004.94,6.70E-07,gap_junc_block
6587,1005.1,1.59E-07,gap_junc_block
6588,1005.25,9.48E-07,gap_junc_block
6589,1005.4,4.75E-07,gap_junc_block
6590,1005.55,2.46E-07,gap_junc_block
6591,1005.71,8.45E-08,gap_junc_block
6592,1005.86,8.12E-08,gap_junc_block
6593,1006.01,9.20E-08,gap_junc_block
6594,1006.16,8.88E-07,gap_junc_block
6595,1006.32,7.48E-07,gap_junc_block
6596,1006.47,7.03E-08,gap_junc_block
6597,1006.62,7.35E-08,gap_junc_block
6598,1006.77,4.55E-07,gap_junc_block
6599,1006.93,3.77E-07,gap_junc_block
6600,1007.08,1.25E-07,gap_junc_block
6601,1007.23,2.54E-08,gap_junc_block
6602,1007.39,8.72E-08,gap_junc_block
6603,1007.54,1.97E-07,gap_junc_block
6604,1007.69,5.51E-08,gap_junc_block
6605,1007.84,2.33E-08,gap_junc_block
6606,1008,1.78E-07,gap_junc_block
6607,1008.15,1.29E-06,gap_junc_block
6608,1008.3,3.11E-07,gap_junc_block
6609,1008.45,1.57E-06,gap_junc_block
6610,1008.61,1.11E-06,gap_junc_block
6611,1008.76,1.20E-06,gap_junc_block
6612,1008.91,3.73E-07,gap_junc_block
6613,1009.06,1.08E-07,gap_junc_block
6614,1009.22,6.45E-07,gap_junc_block
6615,1009.37,5.16E-07,gap_junc_block
6616,1009.52,5.81E-07,gap_junc_block
6617,1009.67,3.47E-07,gap_junc_block
6618,1009.83,6.99E-07,gap_junc_block
6619,1009.98,3.10E-07,gap_junc_block
6620,1010.13,1.09E-06,gap_junc_block
6621,1010.28,1.69E-06,gap_junc_block
6622,1010.44,1.62E-07,gap_junc_block
6623,1010.59,5.31E-07,gap_junc_block
6624,1010.74,7.80E-07,gap_junc_block
6625,1010.89,4.67E-07,gap_junc_block
6626,1011.05,1.57E-08,gap_junc_block
6627,1011.2,1.64E-07,gap_junc_block
6628,1011.35,1.86E-08,gap_junc_block
6629,1011.51,3.36E-07,gap_junc_block
6630,1011.66,6.10E-09,gap_junc_block
6631,1011.81,1.63E-07,gap_junc_block
6632,1011.96,1.47E-08,gap_junc_block
6633,1012.12,3.82E-08,gap_junc_block
6634,1012.27,3.74E-08,gap_junc_block
6635,1012.42,7.91E-08,gap_junc_block
6636,1012.57,3.55E-07,gap_junc_block
6637,1012.73,6.52E-08,gap_junc_block
6638,1012.88,3.38E-07,gap_junc_block
6639,1013.03,2.03E-08,gap_junc_block
6640,1013.18,4.00E-07,gap_junc_block
6641,1013.34,1.08E-06,gap_junc_block
6642,1013.49,1.01E-07,gap_junc_block
6643,1013.64,1.81E-07,gap_junc_block
6644,1013.79,2.45E-07,gap_junc_block
6645,1013.95,2.81E-07,gap_junc_block
6646,1014.1,2.99E-07,gap_junc_block
6647,1014.25,8.05E-08,gap_junc_block
6648,1014.4,1.10E-06,gap_junc_block
6649,1014.56,2.46E-08,gap_junc_block
6650,1014.71,6.84E-07,gap_junc_block
6651,1014.86,2.76E-07,gap_junc_block
6652,1015.01,2.59E-07,gap_junc_block
6653,1015.17,1.23E-06,gap_junc_block
6654,1015.32,2.40E-07,gap_junc_block
6655,1015.47,6.18E-07,gap_junc_block
6656,1015.63,1.17E-06,gap_junc_block
6657,1015.78,1.60E-06,gap_junc_block
6658,1015.93,1.91E-07,gap_junc_block
6659,1016.08,1.42E-06,gap_junc_block
6660,1016.24,1.30E-06,gap_junc_block
6661,1016.39,1.12E-07,gap_junc_block
6662,1016.54,1.05E-08,gap_junc_block
6663,1016.69,6.17E-08,gap_junc_block
6664,1016.85,4.93E-08,gap_junc_block
6665,1017,3.10E-08,gap_junc_block
6666,1017.15,5.43E-09,gap_junc_block
6667,1017.3,1.55E-07,gap_junc_block
6668,1017.46,2.48E-07,gap_junc_block
6669,1017.61,2.39E-08,gap_junc_block
6670,1017.76,1.27E-06,gap_junc_block
6671,1017.91,1.41E-06,gap_junc_block
6672,1018.07,7.85E-07,gap_junc_block
6673,1018.22,6.17E-07,gap_junc_block
6674,1018.37,6.48E-07,gap_junc_block
6675,1018.52,1.20E-06,gap_junc_block
6676,1018.68,1.34E-06,gap_junc_block
6677,1018.83,5.33E-07,gap_junc_block
6678,1018.98,4.61E-07,gap_junc_block
6679,1019.13,2.37E-07,gap_junc_block
6680,1019.29,5.05E-07,gap_junc_block
6681,1019.44,4.75E-07,gap_junc_block
6682,1019.59,2.32E-07,gap_junc_block
6683,1019.74,4.06E-08,gap_junc_block
6684,1019.9,8.61E-09,gap_junc_block
6685,1020.05,6.05E-08,gap_junc_block
6686,1020.2,7.25E-07,gap_junc_block
6687,1020.36,2.57E-06,gap_junc_block
6688,1020.51,1.74E-06,gap_junc_block
6689,1020.66,3.11E-06,gap_junc_block
6690,1020.81,2.29E-06,gap_junc_block
6691,1020.97,9.66E-07,gap_junc_block
6692,1021.12,5.26E-07,gap_junc_block
6693,1021.27,3.75E-07,gap_junc_block
6694,1021.42,1.33E-06,gap_junc_block
6695,1021.58,1.94E-07,gap_junc_block
6696,1021.73,1.31E-07,gap_junc_block
6697,1021.88,5.62E-07,gap_junc_block
6698,1022.03,6.93E-07,gap_junc_block
6699,1022.19,3.16E-07,gap_junc_block
6700,1022.34,2.43E-07,gap_junc_block
6701,1022.49,2.97E-07,gap_junc_block
6702,1022.64,1.21E-07,gap_junc_block
6703,1022.8,2.25E-07,gap_junc_block
6704,1022.95,2.43E-08,gap_junc_block
6705,1023.1,9.19E-08,gap_junc_block
6706,1023.25,6.20E-09,gap_junc_block
6707,1023.41,1.79E-07,gap_junc_block
6708,1023.56,1.31E-08,gap_junc_block
6709,1023.71,5.98E-08,gap_junc_block
6710,1023.86,1.61E-07,gap_junc_block
6711,1024.02,1.22E-08,gap_junc_block
6712,1024.17,9.96E-09,gap_junc_block
6713,1024.32,1.16E-08,gap_junc_block
6714,1024.48,1.41E-07,gap_junc_block
6715,1024.63,2.21E-07,gap_junc_block
6716,1024.78,1.48E-07,gap_junc_block
6717,1024.93,5.08E-08,gap_junc_block
6718,1025.09,4.38E-08,gap_junc_block
6719,1025.24,1.17E-07,gap_junc_block
6720,1025.39,1.26E-07,gap_junc_block
6721,1025.54,2.49E-07,gap_junc_block
6722,1025.7,7.04E-07,gap_junc_block
6723,1025.85,4.65E-07,gap_junc_block
6724,1026,9.96E-08,gap_junc_block
6725,1026.15,7.57E-09,gap_junc_block
6726,1026.31,3.33E-09,gap_junc_block
6727,1026.46,1.21E-07,gap_junc_block
6728,1026.61,2.51E-07,gap_junc_block
6729,1026.76,9.07E-08,gap_junc_block
6730,1026.92,1.75E-07,gap_junc_block
6731,1027.07,5.07E-07,gap_junc_block
6732,1027.22,2.11E-09,gap_junc_block
6733,1027.37,7.21E-07,gap_junc_block
6734,1027.53,4.60E-07,gap_junc_block
6735,1027.68,2.94E-07,gap_junc_block
6736,1027.83,2.17E-07,gap_junc_block
6737,1027.98,6.14E-07,gap_junc_block
6738,1028.14,5.10E-07,gap_junc_block
6739,1028.29,3.82E-07,gap_junc_block
6740,1028.44,7.09E-07,gap_junc_block
6741,1028.59,7.93E-07,gap_junc_block
6742,1028.75,7.44E-07,gap_junc_block
6743,1028.9,1.04E-07,gap_junc_block
6744,1029.05,2.31E-07,gap_junc_block
6745,1029.21,2.60E-07,gap_junc_block
6746,1029.36,4.40E-07,gap_junc_block
6747,1029.51,1.12E-06,gap_junc_block
6748,1029.66,5.27E-07,gap_junc_block
6749,1029.82,5.78E-09,gap_junc_block
6750,1029.97,8.44E-07,gap_junc_block
6751,1030.12,9.34E-07,gap_junc_block
6752,1030.27,5.49E-07,gap_junc_block
6753,1030.43,1.29E-06,gap_junc_block
6754,1030.58,3.01E-07,gap_junc_block
6755,1030.73,1.93E-07,gap_junc_block
6756,1030.88,6.91E-07,gap_junc_block
6757,1031.04,1.14E-06,gap_junc_block
6758,1031.19,1.22E-07,gap_junc_block
6759,1031.34,5.87E-07,gap_junc_block
6760,1031.49,4.01E-07,gap_junc_block
6761,1031.65,3.90E-07,gap_junc_block
6762,1031.8,2.07E-06,gap_junc_block
6763,1031.95,4.42E-07,gap_junc_block
6764,1032.1,8.74E-07,gap_junc_block
6765,1032.26,7.05E-07,gap_junc_block
6766,1032.41,6.20E-07,gap_junc_block
6767,1032.56,1.52E-06,gap_junc_block
6768,1032.71,6.24E-07,gap_junc_block
6769,1032.87,1.20E-06,gap_junc_block
6770,1033.02,2.53E-07,gap_junc_block
6771,1033.17,3.14E-07,gap_junc_block
6772,1033.33,6.47E-07,gap_junc_block
6773,1033.48,6.84E-07,gap_junc_block
6774,1033.63,1.77E-07,gap_junc_block
6775,1033.78,8.44E-08,gap_junc_block
6776,1033.94,5.44E-08,gap_junc_block
6777,1034.09,1.16E-07,gap_junc_block
6778,1034.24,2.04E-07,gap_junc_block
6779,1034.39,3.11E-07,gap_junc_block
6780,1034.55,2.45E-07,gap_junc_block
6781,1034.7,8.79E-08,gap_junc_block
6782,1034.85,6.10E-07,gap_junc_block
6783,1035,2.16E-07,gap_junc_block
6784,1035.16,1.10E-07,gap_junc_block
6785,1035.31,2.43E-07,gap_junc_block
6786,1035.46,1.49E-07,gap_junc_block
6787,1035.61,2.16E-07,gap_junc_block
6788,1035.77,5.01E-07,gap_junc_block
6789,1035.92,2.19E-08,gap_junc_block
6790,1036.07,1.47E-06,gap_junc_block
6791,1036.22,1.33E-06,gap_junc_block
6792,1036.38,2.11E-06,gap_junc_block
6793,1036.53,1.80E-06,gap_junc_block
6794,1036.68,1.91E-07,gap_junc_block
6795,1036.83,1.05E-06,gap_junc_block
6796,1036.99,1.50E-06,gap_junc_block
6797,1037.14,1.95E-06,gap_junc_block
6798,1037.29,1.60E-06,gap_junc_block
6799,1037.45,9.29E-07,gap_junc_block
6800,1037.6,1.48E-06,gap_junc_block
6801,1037.75,9.81E-07,gap_junc_block
6802,1037.9,7.46E-07,gap_junc_block
6803,1038.06,3.78E-07,gap_junc_block
6804,1038.21,6.10E-07,gap_junc_block
6805,1038.36,1.16E-06,gap_junc_block
6806,1038.51,2.50E-06,gap_junc_block
6807,1038.67,5.00E-07,gap_junc_block
6808,1038.82,1.32E-06,gap_junc_block
6809,1038.97,4.09E-06,gap_junc_block
6810,1039.12,8.88E-07,gap_junc_block
6811,1039.28,1.79E-06,gap_junc_block
6812,1039.43,3.95E-06,gap_junc_block
6813,1039.58,6.18E-07,gap_junc_block
6814,1039.73,1.19E-06,gap_junc_block
6815,1039.89,1.42E-06,gap_junc_block
6816,1040.04,2.62E-07,gap_junc_block
6817,1040.19,1.22E-07,gap_junc_block
6818,1040.34,1.90E-07,gap_junc_block
6819,1040.5,4.96E-07,gap_junc_block
6820,1040.65,8.87E-08,gap_junc_block
6821,1040.8,2.02E-07,gap_junc_block
6822,1040.95,7.55E-09,gap_junc_block
6823,1041.11,8.88E-08,gap_junc_block
6824,1041.26,7.06E-07,gap_junc_block
6825,1041.41,4.66E-07,gap_junc_block
6826,1041.56,7.18E-07,gap_junc_block
6827,1041.72,4.28E-07,gap_junc_block
6828,1041.87,1.07E-06,gap_junc_block
6829,1042.02,5.10E-07,gap_junc_block
6830,1042.18,5.26E-07,gap_junc_block
6831,1042.33,4.69E-07,gap_junc_block
6832,1042.48,8.23E-08,gap_junc_block
6833,1042.63,6.12E-07,gap_junc_block
6834,1042.79,4.92E-07,gap_junc_block
6835,1042.94,8.29E-08,gap_junc_block
6836,1043.09,2.51E-07,gap_junc_block
6837,1043.24,2.15E-08,gap_junc_block
6838,1043.4,9.77E-08,gap_junc_block
6839,1043.55,7.12E-08,gap_junc_block
6840,1043.7,1.07E-07,gap_junc_block
6841,1043.85,2.04E-07,gap_junc_block
6842,1044.01,4.48E-07,gap_junc_block
6843,1044.16,3.58E-07,gap_junc_block
6844,1044.31,7.23E-08,gap_junc_block
6845,1044.46,1.08E-07,gap_junc_block
6846,1044.62,4.69E-08,gap_junc_block
6847,1044.77,6.81E-08,gap_junc_block
6848,1044.92,9.43E-08,gap_junc_block
6849,1045.07,4.00E-07,gap_junc_block
6850,1045.23,7.29E-07,gap_junc_block
6851,1045.38,2.38E-07,gap_junc_block
6852,1045.53,5.37E-07,gap_junc_block
6853,1045.68,3.69E-07,gap_junc_block
6854,1045.84,1.09E-07,gap_junc_block
6855,1045.99,7.24E-07,gap_junc_block
6856,1046.14,4.94E-07,gap_junc_block
6857,1046.3,1.75E-08,gap_junc_block
6858,1046.45,6.40E-08,gap_junc_block
6859,1046.6,1.26E-07,gap_junc_block
6860,1046.75,4.69E-07,gap_junc_block
6861,1046.91,2.47E-07,gap_junc_block
6862,1047.06,7.34E-08,gap_junc_block
6863,1047.21,1.37E-07,gap_junc_block
6864,1047.36,3.27E-07,gap_junc_block
6865,1047.52,9.52E-08,gap_junc_block
6866,1047.67,3.31E-07,gap_junc_block
6867,1047.82,1.10E-07,gap_junc_block
6868,1047.97,7.91E-07,gap_junc_block
6869,1048.13,2.42E-07,gap_junc_block
6870,1048.28,2.43E-07,gap_junc_block
6871,1048.43,3.02E-07,gap_junc_block
6872,1048.58,3.22E-07,gap_junc_block
6873,1048.74,2.85E-07,gap_junc_block
6874,1048.89,7.26E-08,gap_junc_block
6875,1049.04,2.23E-07,gap_junc_block
6876,1049.19,5.97E-07,gap_junc_block
6877,1049.35,4.92E-07,gap_junc_block
6878,1049.5,2.51E-06,gap_junc_block
6879,1049.65,5.68E-07,gap_junc_block
6880,1049.8,1.37E-06,gap_junc_block
6881,1049.96,1.61E-06,gap_junc_block
6882,1050.11,2.80E-07,gap_junc_block
6883,1050.26,6.72E-07,gap_junc_block
6884,1050.42,1.64E-08,gap_junc_block
6885,1050.57,6.35E-07,gap_junc_block
6886,1050.72,4.49E-07,gap_junc_block
6887,1050.87,8.43E-08,gap_junc_block
6888,1051.03,5.15E-07,gap_junc_block
6889,1051.18,1.98E-07,gap_junc_block
6890,1051.33,8.23E-07,gap_junc_block
6891,1051.48,1.27E-07,gap_junc_block
6892,1051.64,4.96E-08,gap_junc_block
6893,1051.79,3.12E-07,gap_junc_block
6894,1051.94,3.88E-07,gap_junc_block
6895,1052.09,8.69E-07,gap_junc_block
6896,1052.25,2.33E-07,gap_junc_block
6897,1052.4,1.65E-07,gap_junc_block
6898,1052.55,2.64E-07,gap_junc_block
6899,1052.7,2.12E-07,gap_junc_block
6900,1052.86,2.07E-07,gap_junc_block
6901,1053.01,1.48E-07,gap_junc_block
6902,1053.16,3.13E-08,gap_junc_block
6903,1053.31,1.20E-07,gap_junc_block
6904,1053.47,3.69E-08,gap_junc_block
6905,1053.62,4.16E-07,gap_junc_block
6906,1053.77,2.27E-07,gap_junc_block
6907,1053.92,7.96E-08,gap_junc_block
6908,1054.08,6.38E-08,gap_junc_block
6909,1054.23,1.37E-07,gap_junc_block
6910,1054.38,3.62E-08,gap_junc_block
6911,1054.53,2.11E-07,gap_junc_block
6912,1054.69,2.15E-07,gap_junc_block
6913,1054.84,1.57E-08,gap_junc_block
6914,1054.99,2.30E-07,gap_junc_block
6915,1055.15,1.50E-07,gap_junc_block
6916,1055.3,1.86E-08,gap_junc_block
6917,1055.45,4.86E-09,gap_junc_block
6918,1055.6,4.56E-08,gap_junc_block
6919,1055.76,4.35E-08,gap_junc_block
6920,1055.91,9.43E-08,gap_junc_block
6921,1056.06,2.88E-08,gap_junc_block
6922,1056.21,7.69E-07,gap_junc_block
6923,1056.37,8.99E-07,gap_junc_block
6924,1056.52,1.06E-07,gap_junc_block
6925,1056.67,2.75E-07,gap_junc_block
6926,1056.82,2.26E-08,gap_junc_block
6927,1056.98,5.85E-08,gap_junc_block
6928,1057.13,1.88E-07,gap_junc_block
6929,1057.28,8.67E-08,gap_junc_block
6930,1057.43,2.46E-08,gap_junc_block
6931,1057.59,9.84E-08,gap_junc_block
6932,1057.74,5.59E-08,gap_junc_block
6933,1057.89,3.78E-07,gap_junc_block
6934,1058.04,2.84E-07,gap_junc_block
6935,1058.2,8.77E-08,gap_junc_block
6936,1058.35,7.20E-08,gap_junc_block
6937,1058.5,1.97E-07,gap_junc_block
6938,1058.65,9.98E-08,gap_junc_block
6939,1058.81,2.00E-07,gap_junc_block
6940,1058.96,5.91E-08,gap_junc_block
6941,1059.11,3.01E-07,gap_junc_block
6942,1059.27,5.33E-07,gap_junc_block
6943,1059.42,2.70E-07,gap_junc_block
6944,1059.57,8.05E-07,gap_junc_block
6945,1059.72,7.09E-08,gap_junc_block
6946,1059.88,1.26E-06,gap_junc_block
6947,1060.03,4.18E-07,gap_junc_block
6948,1060.18,3.58E-07,gap_junc_block
6949,1060.33,6.05E-07,gap_junc_block
6950,1060.49,3.22E-07,gap_junc_block
6951,1060.64,6.43E-07,gap_junc_block
6952,1060.79,1.14E-07,gap_junc_block
6953,1060.94,9.63E-08,gap_junc_block
6954,1061.1,2.32E-10,gap_junc_block
6955,1061.25,2.95E-07,gap_junc_block
6956,1061.4,1.88E-07,gap_junc_block
6957,1061.55,3.28E-07,gap_junc_block
6958,1061.71,8.18E-07,gap_junc_block
6959,1061.86,1.80E-07,gap_junc_block
6960,1062.01,3.32E-08,gap_junc_block
6961,1062.16,9.10E-08,gap_junc_block
6962,1062.32,7.66E-07,gap_junc_block
6963,1062.47,1.28E-07,gap_junc_block
6964,1062.62,3.35E-07,gap_junc_block
6965,1062.77,1.54E-07,gap_junc_block
6966,1062.93,7.13E-08,gap_junc_block
6967,1063.08,3.06E-07,gap_junc_block
6968,1063.23,6.55E-07,gap_junc_block
6969,1063.39,5.25E-07,gap_junc_block
6970,1063.54,5.60E-08,gap_junc_block
6971,1063.69,2.86E-07,gap_junc_block
6972,1063.84,1.81E-07,gap_junc_block
6973,1064,1.02E-08,gap_junc_block
6974,1064.15,5.86E-08,gap_junc_block
6975,1064.3,1.01E-07,gap_junc_block
6976,1064.45,2.86E-07,gap_junc_block
6977,1064.61,1.40E-07,gap_junc_block
6978,1064.76,1.71E-07,gap_junc_block
6979,1064.91,1.69E-07,gap_junc_block
6980,1065.06,3.92E-08,gap_junc_block
6981,1065.22,1.02E-07,gap_junc_block
6982,1065.37,1.47E-07,gap_junc_block
6983,1065.52,1.07E-07,gap_junc_block
6984,1065.67,4.55E-08,gap_junc_block
6985,1065.83,8.40E-08,gap_junc_block
6986,1065.98,4.73E-07,gap_junc_block
6987,1066.13,5.17E-08,gap_junc_block
6988,1066.28,7.67E-08,gap_junc_block
6989,1066.44,5.01E-07,gap_junc_block
6990,1066.59,7.35E-07,gap_junc_block
6991,1066.74,7.77E-07,gap_junc_block
6992,1066.89,1.81E-07,gap_junc_block
6993,1067.05,1.04E-06,gap_junc_block
6994,1067.2,2.17E-06,gap_junc_block
6995,1067.35,2.25E-06,gap_junc_block
6996,1067.5,2.09E-06,gap_junc_block
6997,1067.66,4.52E-07,gap_junc_block
6998,1067.81,2.27E-07,gap_junc_block
6999,1067.96,1.31E-08,gap_junc_block
7000,1068.12,1.04E-07,gap_junc_block
7001,1068.27,3.67E-07,gap_junc_block
7002,1068.42,3.48E-08,gap_junc_block
7003,1068.57,2.21E-07,gap_junc_block
7004,1068.73,1.07E-06,gap_junc_block
7005,1068.88,4.37E-07,gap_junc_block
7006,1069.03,3.25E-07,gap_junc_block
7007,1069.18,2.32E-07,gap_junc_block
7008,1069.34,2.66E-07,gap_junc_block
7009,1069.49,1.44E-07,gap_junc_block
7010,1069.64,9.43E-08,gap_junc_block
7011,1069.79,7.38E-07,gap_junc_block
7012,1069.95,1.08E-06,gap_junc_block
7013,1070.1,5.34E-07,gap_junc_block
