Sim number,Frequency,count,MNE activity pattern,total,count/total*100
1,19,0,tonic,3808,0
1,19,8,tonic,3808,0.210084034
1,21,0,tonic,3808,0
1,22,0,tonic,3808,0
1,23,42,tonic,3808,1.102941176
1,24,0,tonic,3808,0
1,26,0,tonic,3808,0
1,27,0,tonic,3808,0
1,28,0,tonic,3808,0
1,30,0,tonic,3808,0
1,31,0,tonic,3808,0
1,32,0,tonic,3808,0
1,33,0,tonic,3808,0
1,35,0,tonic,3808,0
1,36,0,tonic,3808,0
1,37,0,tonic,3808,0
1,38,0,tonic,3808,0
1,40,0,tonic,3808,0
1,41,0,tonic,3808,0
1,42,0,tonic,3808,0
1,44,0,tonic,3808,0
1,45,39,tonic,3808,1.024159664
1,46,1716,tonic,3808,45.06302521
1,47,0,tonic,3808,0
1,49,3,tonic,3808,0.078781513
1,50,1,tonic,3808,0.026260504
1,51,5,tonic,3808,0.131302521
1,52,41,tonic,3808,1.076680672
1,54,97,tonic,3808,2.547268908
1,55,93,tonic,3808,2.442226891
1,56,34,tonic,3808,0.892857143
1,58,3,tonic,3808,0.078781513
1,59,1,tonic,3808,0.026260504
1,60,21,tonic,3808,0.551470588
1,61,36,tonic,3808,0.945378151
1,63,60,tonic,3808,1.575630252
1,64,28,tonic,3808,0.735294118
1,65,37,tonic,3808,0.971638655
1,66,68,tonic,3808,1.785714286
1,68,59,tonic,3808,1.549369748
1,69,94,tonic,3808,2.468487395
1,70,54,tonic,3808,1.418067227
1,71,90,tonic,3808,2.363445378
1,73,153,tonic,3808,4.017857143
1,74,92,tonic,3808,2.415966387
1,75,159,tonic,3808,4.175420168
1,77,95,tonic,3808,2.494747899
1,78,215,tonic,3808,5.646008403
1,79,174,tonic,3808,4.569327731
1,80,209,tonic,3808,5.488445378
1,82,81,tonic,3808,2.12710084
1,83,0,tonic,3808,0
2,20,0,tonic,3755,0
2,20,1,tonic,3755,0.026631158
2,21,0,tonic,3755,0
2,22,0,tonic,3755,0
2,24,43,tonic,3755,1.145139814
2,25,0,tonic,3755,0
2,26,0,tonic,3755,0
2,28,0,tonic,3755,0
2,29,0,tonic,3755,0
2,30,0,tonic,3755,0
2,31,0,tonic,3755,0
2,33,0,tonic,3755,0
2,34,0,tonic,3755,0
2,35,0,tonic,3755,0
2,37,0,tonic,3755,0
2,38,0,tonic,3755,0
2,39,0,tonic,3755,0
2,41,0,tonic,3755,0
2,42,0,tonic,3755,0
2,43,0,tonic,3755,0
2,44,0,tonic,3755,0
2,46,1595,tonic,3755,42.47669774
2,47,43,tonic,3755,1.145139814
2,48,0,tonic,3755,0
2,50,21,tonic,3755,0.559254328
2,51,23,tonic,3755,0.612516644
2,52,41,tonic,3755,1.091877497
2,53,85,tonic,3755,2.263648469
2,55,129,tonic,3755,3.435419441
2,56,84,tonic,3755,2.23701731
2,57,1,tonic,3755,0.026631158
2,59,1,tonic,3755,0.026631158
2,60,1,tonic,3755,0.026631158
2,61,42,tonic,3755,1.118508655
2,63,36,tonic,3755,0.958721704
2,64,10,tonic,3755,0.266311585
2,65,42,tonic,3755,1.118508655
2,66,60,tonic,3755,1.597869507
2,68,68,tonic,3755,1.810918775
2,69,65,tonic,3755,1.7310253
2,70,66,tonic,3755,1.757656458
2,72,86,tonic,3755,2.290279627
2,73,169,tonic,3755,4.500665779
2,74,129,tonic,3755,3.435419441
2,76,131,tonic,3755,3.488681758
2,77,129,tonic,3755,3.435419441
2,78,215,tonic,3755,5.725699068
2,79,256,tonic,3755,6.817576565
2,81,134,tonic,3755,3.568575233
2,82,32,tonic,3755,0.852197071
2,83,17,tonic,3755,0.452729694
2,85,0,tonic,3755,0
5,2,0,bursting,3724,0
5,2,12,bursting,3724,0.322234157
5,4,0,bursting,3724,0
5,6,0,bursting,3724,0
5,8,0,bursting,3724,0
5,9,0,bursting,3724,0
5,11,0,bursting,3724,0
5,13,0,bursting,3724,0
5,14,0,bursting,3724,0
5,16,0,bursting,3724,0
5,18,0,bursting,3724,0
5,20,2,bursting,3724,0.053705693
5,21,0,bursting,3724,0
5,23,54,bursting,3724,1.450053706
5,25,0,bursting,3724,0
5,27,0,bursting,3724,0
5,28,1,bursting,3724,0.026852846
5,30,2,bursting,3724,0.053705693
5,32,0,bursting,3724,0
5,34,0,bursting,3724,0
5,35,2,bursting,3724,0.053705693
5,37,2,bursting,3724,0.053705693
5,39,4,bursting,3724,0.107411386
5,41,0,bursting,3724,0
5,42,0,bursting,3724,0
5,44,0,bursting,3724,0
5,46,1572,bursting,3724,42.21267454
5,48,0,bursting,3724,0
5,49,0,bursting,3724,0
5,51,0,bursting,3724,0
5,53,10,bursting,3724,0.268528464
5,55,1,bursting,3724,0.026852846
5,56,7,bursting,3724,0.187969925
5,58,1,bursting,3724,0.026852846
5,60,47,bursting,3724,1.262083781
5,62,55,bursting,3724,1.476906552
5,63,52,bursting,3724,1.396348013
5,65,51,bursting,3724,1.369495166
5,67,105,bursting,3724,2.819548872
5,69,96,bursting,3724,2.577873255
5,70,111,bursting,3724,2.980665951
5,72,141,bursting,3724,3.786251343
5,74,204,bursting,3724,5.477980666
5,76,247,bursting,3724,6.632653061
5,77,187,bursting,3724,5.021482277
5,79,311,bursting,3724,8.351235231
5,81,377,bursting,3724,10.12352309
5,83,69,bursting,3724,1.852846402
5,84,0,bursting,3724,0
5,86,0,bursting,3724,0
5,88,1,bursting,3724,0.026852846
5,90,0,bursting,3724,0
6,2,0,bursting,3847,0
6,2,64,bursting,3847,1.663634001
6,4,0,bursting,3847,0
6,6,0,bursting,3847,0
6,8,0,bursting,3847,0
6,9,0,bursting,3847,0
6,11,0,bursting,3847,0
6,13,0,bursting,3847,0
6,14,1,bursting,3847,0.025994281
6,16,0,bursting,3847,0
6,18,0,bursting,3847,0
6,20,23,bursting,3847,0.597868469
6,21,1,bursting,3847,0.025994281
6,23,62,bursting,3847,1.611645438
6,25,1,bursting,3847,0.025994281
6,27,0,bursting,3847,0
6,28,0,bursting,3847,0
6,30,0,bursting,3847,0
6,32,4,bursting,3847,0.103977125
6,33,0,bursting,3847,0
6,35,23,bursting,3847,0.597868469
6,37,0,bursting,3847,0
6,39,6,bursting,3847,0.155965688
6,40,5,bursting,3847,0.129971406
6,42,0,bursting,3847,0
6,44,0,bursting,3847,0
6,45,2370,bursting,3847,61.60644658
6,47,37,bursting,3847,0.961788407
6,49,0,bursting,3847,0
6,51,0,bursting,3847,0
6,52,0,bursting,3847,0
6,54,0,bursting,3847,0
6,56,0,bursting,3847,0
6,57,0,bursting,3847,0
6,59,5,bursting,3847,0.129971406
6,61,33,bursting,3847,0.857811282
6,63,36,bursting,3847,0.935794125
6,64,33,bursting,3847,0.857811282
6,66,59,bursting,3847,1.533662594
6,68,51,bursting,3847,1.325708344
6,69,62,bursting,3847,1.611645438
6,71,77,bursting,3847,2.001559657
6,73,101,bursting,3847,2.625422407
6,75,113,bursting,3847,2.937353782
6,76,146,bursting,3847,3.795165064
6,78,166,bursting,3847,4.315050689
6,80,227,bursting,3847,5.900701846
6,81,95,bursting,3847,2.46945672
6,83,36,bursting,3847,0.935794125
6,85,7,bursting,3847,0.181959969
6,87,3,bursting,3847,0.077982844
6,88,0,bursting,3847,0
7,2,0,bursting,3754,0
7,2,53,bursting,3754,1.411827384
7,4,0,bursting,3754,0
7,6,0,bursting,3754,0
7,7,0,bursting,3754,0
7,9,0,bursting,3754,0
7,11,0,bursting,3754,0
7,13,0,bursting,3754,0
7,14,2,bursting,3754,0.053276505
7,16,0,bursting,3754,0
7,18,4,bursting,3754,0.10655301
7,20,20,bursting,3754,0.532765051
7,22,0,bursting,3754,0
7,23,41,bursting,3754,1.092168354
7,25,2,bursting,3754,0.053276505
7,27,1,bursting,3754,0.026638253
7,29,0,bursting,3754,0
7,31,11,bursting,3754,0.293020778
7,32,0,bursting,3754,0
7,34,2,bursting,3754,0.053276505
7,36,0,bursting,3754,0
7,38,5,bursting,3754,0.133191263
7,39,4,bursting,3754,0.10655301
7,41,0,bursting,3754,0
7,43,0,bursting,3754,0
7,45,2176,bursting,3754,57.96483751
7,47,189,bursting,3754,5.034629728
7,48,0,bursting,3754,0
7,50,0,bursting,3754,0
7,52,27,bursting,3754,0.719232818
7,54,79,bursting,3754,2.10442195
7,55,71,bursting,3754,1.89131593
7,57,0,bursting,3754,0
7,59,15,bursting,3754,0.399573788
7,61,29,bursting,3754,0.772509323
7,63,27,bursting,3754,0.719232818
7,64,34,bursting,3754,0.905700586
7,66,50,bursting,3754,1.331912627
7,68,48,bursting,3754,1.278636121
7,70,67,bursting,3754,1.78476292
7,72,85,bursting,3754,2.264251465
7,73,115,bursting,3754,3.063399041
7,75,120,bursting,3754,3.196590304
7,77,125,bursting,3754,3.329781566
7,79,152,bursting,3754,4.049014385
7,80,173,bursting,3754,4.608417688
7,82,1,bursting,3754,0.026638253
7,84,0,bursting,3754,0
7,86,4,bursting,3754,0.10655301
7,88,21,bursting,3754,0.559403303
7,89,1,bursting,3754,0.026638253
7,91,0,bursting,3754,0
8,2,0,tonic,3750,0
8,2,1,tonic,3750,0.026666667
8,4,0,tonic,3750,0
8,6,0,tonic,3750,0
8,7,0,tonic,3750,0
8,9,0,tonic,3750,0
8,11,0,tonic,3750,0
8,13,0,tonic,3750,0
8,14,0,tonic,3750,0
8,16,0,tonic,3750,0
8,18,0,tonic,3750,0
8,20,1,tonic,3750,0.026666667
8,21,0,tonic,3750,0
8,23,46,tonic,3750,1.226666667
8,25,1,tonic,3750,0.026666667
8,27,0,tonic,3750,0
8,28,0,tonic,3750,0
8,30,0,tonic,3750,0
8,32,0,tonic,3750,0
8,33,1,tonic,3750,0.026666667
8,35,0,tonic,3750,0
8,37,0,tonic,3750,0
8,39,0,tonic,3750,0
8,40,0,tonic,3750,0
8,42,0,tonic,3750,0
8,44,0,tonic,3750,0
8,46,1497,tonic,3750,39.92
8,47,88,tonic,3750,2.346666667
8,49,0,tonic,3750,0
8,51,5,tonic,3750,0.133333333
8,53,113,tonic,3750,3.013333333
8,54,195,tonic,3750,5.2
8,56,4,tonic,3750,0.106666667
8,58,0,tonic,3750,0
8,60,1,tonic,3750,0.026666667
