X	Y
2096.050049	120.481926
2104.350098	52.770447
2123.300049	77.519379
2136.199951	78.740158
2148.900146	77.821007
2161.750000	77.519379
2174.650146	76.923080
2187.650146	76.335876
2200.750000	75.757576
2213.949951	75.187965
2227.250000	74.626862
2240.650146	74.074074
2254.150146	73.529411
2267.750000	72.992699
2281.449951	72.202164
2295.300049	71.684586
2309.250000	71.428574
2323.250000	118.343201
2331.699951	77.220078
2344.650146	121.951225
2352.850098	74.074074
2366.350098	123.456787
2374.449951	71.684586
2388.400146	123.456787
2396.500000	125.786156
2404.449951	71.174377
2418.500000	122.699379
2426.650146	127.388535
2434.500000	128.205124
2442.300049	129.032257
2450.050049	128.205124
2457.850098	126.582275
2465.750000	125.786156
2473.699951	124.223602
2481.750000	121.951225
2489.949951	121.212120
2498.199951	119.047607
2506.600098	117.647057
2515.100098	116.279068
2523.699951	113.636360
2532.500000	112.359543
2541.400146	109.890106
2550.500000	106.951866
2559.850098	103.092789
2569.550049	99.502487
2579.600098	93.457947
2590.300049	83.682007
2602.250000	56.179771
2620.050049	55.401657
