X	Y
5516.399902	41.666668
5540.399902	45.045044
5562.600098	46.189377
5584.250000	46.620045
5605.700195	46.620045
5627.149902	46.728973
5648.550293	46.728973
5669.950195	46.838406
5691.300293	46.728973
5712.700195	46.728973
5734.100098	46.728973
5755.500000	46.728973
5776.899902	46.728973
5798.300293	46.728973
5819.700195	46.728973
5841.100098	1.606942
6463.399902	41.580040
6487.450195	45.045044
6509.649902	46.296295
6531.250000	46.511627
6552.750000	46.728973
6574.149902	46.728973
6595.550293	46.728973
6616.950195	46.728973
6638.350098	46.728973
6659.750000	46.728973
6681.149902	46.728973
6702.550293	46.728973
6723.950195	46.728973
6745.350098	46.728973
6766.750000	46.728973
6788.149902	1.601281
7412.649902	41.666668
7436.649902	45.045044
7458.850098	46.189377
7480.500000	46.620045
7501.950195	46.620045
7523.399902	46.728973
7544.800293	46.728973
7566.200195	46.728973
7587.600098	46.728973
7609.000000	46.728973
7630.399902	46.728973
7651.800293	46.838406
7673.149902	46.728973
7694.550293	46.728973
7715.950195	46.728973
7737.350098	1.633186
8349.650391	41.666668
8373.650391	45.045044
8395.850586	46.189377
8417.500000	46.511627
8439.000000	46.728973
8460.400391	46.728973
8481.799805	46.728973
8503.200195	46.728973
8524.600586	46.728973
8546.000000	46.728973
8567.400391	46.728973
8588.799805	46.838406
8610.150391	46.728973
8631.549805	46.728973
8652.950195	46.728973
